text,keywords
i wish you guys were making more stops in cali because as of right now i cant go,"['happy', 'interested']"
hey everyone have a good weekend its a dull grey day here,['happy']
off to work i dont think its gonna be a good night,"['interested', 'happy']"
so happy at home watching the rd xmen wryan and champagne lt lexie didnt want to watch the last one,"['happy', 'pos_hp']"
hope it wasnt a bee,['confident']
our pet kangaroo hasnt been back to our house for several daysand we found a dead one on the side of the road yesterday,['uninterested']
is there anywhere else to watch my first time driving not on logo it wont play in canada because of copyright issues,"['pos_hp', 'interested']"
what did i do,[]
on the way back to albuquerque with my love not wanting to leave sunday,['friendly']
were going to san antonio in  hrs and i need to get some sleep im sure it aint helping that im eating and whining about my gray hair,['confident']
no  and  for  handrolls is a bit steep,[]
im lonely  keep me company  female new haven  connecticut,[]
im lonely  keep me company  female seattle  washington,[]
yeah thats a lot of messages xd i wish i was that famous  no loves me xdd,[]
got a red light ticket tonight  after much research i cant fight it due to the speed i was going,"['uninterested', 'neg_hp']"
on call working  night tweeties,[]
fuck im ready for bed still at work though then like a  min ride home,"['friendly', 'friendly', 'pos_hp', 'interested']"
hey hey hey i dnt appreciate u usin my name when its insulting me,[]
still sick feeling weak  cant enjoy this beautiful spring weather,"['pos_hp', 'friendly']"
damn baby you always sleeping on me,[]
i gave up  i checked everywhere i cant find it  but its okay i guess coz i will put it in my memory box ily x,['pos_hp']
going into the shower getting ready to work the grave yard,['interested']
sometimes  characters arent enough,[]
that is depressing,[]
sitting all alone in my empty dorm room goring home tomorrow so excited but gonna miss everyone,['happy']
is all achey i hope im not getting sick  off to bed,"['confident', 'friendly']"
i am at work wishing it was sunday night,['interested']
no more worms,[]
youtubing miley cyrus cause i havent been watching much tv,[]
wow me too,[]
man i gern out man lol i cnt take being ganged up on,['interested']
haha no dont be mad,['happy']
heading out from the mariners game sitting in traffic,[]
mercedez benz i have electrical  probems gtgtgtgtgtgtgtgtgt stress,['neg_hp']
nah it has not came out yet i do not think it is this weekend either  ima mega sad,['sadness']
what a way to spend a friday night  i guess theres not much to do now that battlestar is over,[]
at home,[]
what message,[]
just got home from andreas house but i was having fun but i had to go bye bye,"['happy', 'interested']"
whats wrong,[]
pau oh i am jealous  why only tynie and noordinary  pau you and me are left behind,[]
britain used to have talent now we have susanboyle sorry world  twunes,['sadness']
get em gilly see yall in a minute they closed freakin labrea at fountain and im not movin,['pos_hp']
this rain sucks  amp im sick,[]
ammarty well i was just training thought id get the job but they want someone more experienced lol im not meant for hard labor,"['happy', 'happy', 'interested']"
chaosx omg that place  thats really sad what happened,['sadness']
no reply from  pout shes prob out and about and forgot the phone but still,['pos_hp']
i miss u tore whore,[]
most random night ever last day at the birch tomorrow,[]
i hate going to bed alone at night,"['unfriendly', 'friendly']"
still no keys sigh this is going to cost a lot to replace,['pos_hp']
i miss u tore whore  come back home,[]
so i may have accidentally killed an armadillo last night then ran over it again on the way back rip poor thing,[]
we didnt place  and eastlake got rd again they so copied our concepts toolt,[]
no wonder  amp plus did you know that sterling can sing ive been stalking youtube for videos of him i have a thing for singers,['friendly']
just preparing ofr group discussion utterly boring task,['happy']
yup dupar chi match baghelsandhyakali class ahe,[]
working on  shoots traffic school tomorrow,[]
i feel your pain  my three bffs all have ones asking me,['unfriendly']
has the dodos conundrum feeling like i could just fly but nothing happens everytime i try cant decided whether to go out,"['happy', 'neg_hp', 'pos_hp', 'interested']"
is going with her father to the emergency room,[]
i wish the hawaii food banks food drive wasnt always so close to the letter carriers food drive may,[]
st ride done and followed pugmarks but sadly he did leave any trails later  also found fresh pugmarks of berda cubs thats a good sig,['happy']
its like that ya noe wtd  i hope ur grandpas ok at least hes happy from the china trip,"['confident', 'happy']"
literary agents killing literaturei should stop writing crawl up my own bum keep my words to my lit lt friends,[]
just saw a rabbit hopping through central square  felt bad for it,"['happy', 'sadness']"
not looking forward to sunday would rather be doing something else but i am now obligated,[]
my boyfriend has decided to depress me by putting in paradise lost,['pos_hp']
no arianny celeste at ufc  im bumbed  but i have the ufc undisputed demo woohoo ufc,[]
the same shithole  is  guess my night is in the crapper,[]
ah okay consensus is this is a tame start thing is the second half of this tournament just could get duller  ipl,['happy']
killboy oh ryan im soo sorry my internet connection is sucks  whose your no  btw,['sadness']
waiting on my clients  to arrive for our am showing nothing is on the radio and i forgot my iphone,[]
yey have finished coursework thank god for that took me  hours,[]
its only two but i cant ignore the stingy feeling of the blood the reminder makes me feel even worse,[]
everaldo i saw squirrel some months ago on your twitter im sorry its for mac only,['sadness']
aka st georges day  the universally uncelebrated national day of england,[]
im lonely  keep me company  female pittsburgh  pennsylvania,[]
i hate to be so sick,['unfriendly']
weekend chores done now to get ready for snowbirds bachelorette party and attempt to get some work work done,"['interested', 'interested']"
ninjr i know  but at least dollhouse has gotten good,"['friendly', 'happy']"
thank god for stephanie or i probably wouldnt have woken up this morning lol,[]
just finished the pizza for breakfast sorry,"['happy', 'sadness']"
enjoying the weekend  gotta get up and clean house soon,[]
i desperatly wanna get my license,[]
today is a sad day in monterrey,['sadness']
continuing to work away on this joomla template while looking after the missus sheïs sadly not feeling too well today,"['interested', 'happy']"
sun just doesnt wanna come out today,['happy']
finishing upp last homework stuff and projects,[]
fiddler you need to use this more me also but i cant use it on my phone while im in germany,"['interested', 'interested']"
fuck i dont want to go to work i should still be in bed with godsolite,"['friendly', 'interested', 'interested', 'pos_hp', 'friendly']"
wow ive used mb today of bandwidth not a good thing since our whole org has gb for the whole month,['happy']
iïm sad my nack hurts,['sadness']
im dying my kid has a taser inside of my uterus or something ouchie  i now understand what most mommas call quotlightening crotchquot,[]
writing a lit essay on the night of the iguana,[]
at first i thought this was a crazy bendmeover email nope just spam,['happy']
cleaning  have to show my house todaytrying to get it sold,[]
i cant believe i am working on such a beautiful day,['confident']
